-0.00677 -0.00416 -0.00359
-0.01292 -0.00814 -0.00274
0.01371 -0.00275 0.00192
0.00042 0.00099 0.00138
0.0009 0.00221 -0.00277
0.02142 0.00224 -0.04821
-0.02404 0.01124 -0.01696
0.02609 -0.01075 0.02416
-0.02426 -0.03349 -0.00156
0.01978 0.01815 0.00371
0.00118 -0.01893 0.00363
0.00863 -0.00111 -0.00075
-0.00159 0.00077 -0.00067
0.00153 -0.00213 -0.00614
-0.06869 0.0294 -0.01403
-0.00839 -0.01204 0.00734
0.00493 0.00239 0.00589
0.02209 -0.0619 0.025
0.04372 0.02009 -0.00951
0.00233 -0.0007 0.00511
0.02007 0.00892 0.03097
-0.00189 0.00334 -0.00309
-0.00115 -0.01027 0.02439
0.00976 0.00555 0.03782
-0.0374 0.0446 -0.04051
0.03435 0.0579 0.00572
0.00125 0.00887 -0.00766
-0.03809 0.01219 -0.01431
-0.00249 0.0052 -0.00248
-0.00182 -0.00245 0.00391
-0.02225 0.02834 0.01011
0.06653 0.03107 0.02536
-0.00153 0.00038 -0.00067
-0.00127 0.02095 0.01528
-0.00059 -0.01064 -0.02204
0.00624 -0.02047 -0.00604
-0.00131 -0.0047 0.004
0.00064 -0.01814 0.03434
0.00923 0.03795 0.00634
-0.00048 -0.00205 -0.00274
0.00648 0.01347 0.00886
-0.02906 -0.02889 -0.03522
-0.01584 -0.00587 0.01248
0.01716 -0.01455 0.0098
0.00853 0.00024 -0.00151
0.00194 0.00035 -0.00844
-0.06565 0.02035 -0.03935
0.00839 0.04472 -0.00799
-0.0046 -0.00022 0.02311
0.02042 0.00073 0.0158
-0.00162 -0.05287 0.00582
-0.00221 -0.00103 0.00341
8e-05 0.02676 0.00534
-0.01335 0.08652 0.01376
0.01727 -0.01202 0.02641
-0.00184 0.0057 0.00996
0.02661 -0.0337 -0.01053
-0.00015 -0.00022 -5e-05
0.0312 0.00027 -0.06959
-0.01055 0.00269 -0.001
0.00208 -6e-05 -0.00152
-0.00194 0.00222 -0.00012
0.01599 0.01573 -0.01007
-0.04562 -0.00224 0.02034
-0.0003 0.00078 -5e-05
0.01178 -0.01474 -0.00519
0.01828 -0.02234 -0.00995
-0.0331 -0.03496 -0.00185
-0.0173 -0.00161 -0.03887
0.02463 0.04551 0.03136
-0.00022 0.00018 -5e-05
