-0.01423 -0.01212 -0.00514
0.00552 0.00137 0.00948
0.00355 -0.05508 -0.00719
-0.02167 -0.01822 -0.01305
-0.02567 0.01616 0.08071
-0.0403 0.01615 0.02426
0.01417 -0.00108 -0.02102
-0.00966 -0.00942 0.03051
0.03809 0.01136 0.01435
-0.03409 -0.08375 0.13697
-0.01647 -0.08718 -0.0762
-0.00436 -0.08722 0.0044
-0.00026 4e-05 -4e-05
0.02749 0.01052 -0.0351
0.07976 -0.02672 -0.03378
0.04479 -0.02612 -0.04421
0.00908 -0.04591 -0.03327
-0.00901 -0.00921 -0.02282
0.04075 0.02198 0.03809
0.00651 0.00156 6e-05
0.02785 0.02988 -0.00618
-0.05669 -0.02488 -0.03485
0.01766 0.01036 -0.07481
-0.03545 -0.02172 -0.02652
0.02417 0.02403 -0.00415
0.02224 0.02161 0.05266
0.00805 0.00084 -0.01113
-0.00256 0.00367 -0.0018
0.02063 -0.04851 0.02661
0.05108 -0.056 0.00595
0.02658 0.01572 -0.03764
-0.04258 -0.05055 -0.01051
-0.02695 -0.09476 0.04337
-0.04497 0.04502 -0.01395
0.03649 0.07004 -0.06193
-0.01162 0.02196 -0.04863
-0.0259 0.0642 0.06745
-0.04576 0.00146 0.02105
-0.0004 -0.00017 -0.00056
0.02113 -0.00722 -0.02141
-0.00906 0.04967 -0.03933
-0.00556 -0.00238 0.01176
-0.01358 0.00171 -0.00078
0.02247 -0.01721 0.01452
-0.00881 -0.00984 0.00848
0.02949 0.00652 0.05169
-0.01856 -0.02766 0.00118
0.03267 0.01528 -0.07646
0.00538 -0.0034 -0.02497
0.04078 -0.09367 -0.01145
0.02292 0.01404 -0.02355
0.01229 -0.01502 -0.00276
-0.04601 0.03074 -0.01037
0.00746 0.00476 -0.00516
0.01022 -0.04715 -0.03237
-0.0064 0.02256 -0.00825
-0.00036 -0.00334 0.00097
0.03223 -0.00834 -0.0289
-0.01642 -0.02548 -0.01164
-0.0005 0.00118 -0.00035
0.00167 -0.00116 0.00464
-0.04017 0.01064 -0.02962
-0.00033 0.00187 0.00157
-0.02767 -0.00487 0.00784
0.00725 0.03358 0.0233
0.00293 -0.02844 -0.04728
-0.02395 -0.01944 -0.03391
-0.0007 -0.00236 -0.00146
-0.04854 -0.02737 0.02449
0.0122 -0.02324 0.00263
-0.0196 -0.00743 -0.01171
-0.11892 -0.07073 -0.02096
-0.00313 -0.00647 -0.00945
-0.02139 0.01737 -0.01002
0.08131 -0.01733 0.04608
-0.10962 0.0201 0.00968
0.00275 0.01616 -0.00066
0.02013 0.07687 0.03023
0.01077 -0.01054 -0.01049
-0.05135 -0.0143 -0.00113
0.00907 0.00011 -0.00078
0.0071 -0.00759 -0.00513
-0.04499 -0.01387 0.00375
0.01361 0.00911 -0.01099
0.02609 -0.00205 -0.01279
-0.07184 0.00384 0.09227
0.01218 -0.10028 -0.00811
0.02501 -0.00788 -0.00609
-0.00148 -0.00222 -0.00258
-0.00681 -0.00063 0.0085
0.03362 0.0392 0.08373
-0.00287 -0.05732 0.04101
-0.06171 0.02909 0.03854
-0.02193 0.00674 -0.06587
-0.01359 0.00289 0.00324
0.00596 -0.00564 -0.00894
-0.001 0.00078 -0.00357
0.02179 -0.03103 0.01359
0.01373 -0.06605 0.03247
0.0091 0.06076 -0.0072
0.01989 0.06476 -0.06091
-0.0268 -0.02006 0.00284
-0.06808 0.0471 0.09245
0.02654 -0.01466 0.00376
0.02305 0.10408 -0.01663
-0.01725 0.04477 -0.04225
0.05893 -0.07854 -0.03487
0.01767 0.01152 0.00844
-0.02633 -0.02355 -0.0779
