-0.39788 -0.0244 0.13591
-0.30257 0.07187 -0.47652
0.54703 0.94047 -0.94826
-0.18191 0.03248 0.39863
-0.78779 -0.32217 0.6817
1.53986 1.82208 0.34111
-0.02493 0.61011 1.40808
-0.76014 -0.36969 0.39591
0.11934 0.2393 0.59892
-1.64752 1.55646 0.40773
0.41749 -0.6973 0.89574
-0.2502 1.10153 -0.37567
0.41072 0.80977 -0.5152
0.34583 0.08732 0.46799
-0.30917 0.9191 0.00832
0.59606 0.24933 -0.15589
-0.08374 -0.23974 -0.20215
0.09715 0.16393 -0.84228
0.81566 0.02769 0.13577
1.01302 1.97217 -0.41177
0.06611 -0.33958 -0.82004
0.44247 -0.89357 -0.84935
-0.20225 -0.79309 0.15322
-0.1447 -0.17963 -0.42376
0.18118 -0.56924 0.97571
-0.01614 0.03502 -0.17705
0.10439 -1.05156 0.1173
0.09075 0.08059 0.292
-0.27913 -0.21136 0.25851
0.13828 -0.01749 -0.54334
-0.16642 -0.51622 -0.05775
-1.65024 0.37229 -0.5772
2.04032 1.45651 -1.25684
0.01237 0.02494 0.62345
-0.09828 -0.25586 -0.1063
0.96882 0.16203 -0.73432
-0.0177 1.58982 0.08005
0.64986 2.45842 -0.64265
-0.55497 0.21445 0.96885
-0.26162 0.0657 0.05922
-0.2636 0.78099 0.22732
0.95095 0.57226 0.4863
1.20463 1.12785 0.46423
-0.17282 0.03961 0.31164
1.34196 -0.25226 0.16664
-0.16163 -0.0568 0.10946
1.64174 -0.8681 -0.99039
-0.57829 -0.16124 -0.10908
-0.14451 0.45064 -0.21261
0.07437 -0.40959 -0.02243
0.49479 -0.28431 0.29913
1.02142 1.04594 -0.12135
0.04422 0.58918 0.31867
-0.12324 0.47098 -0.00199
0.09389 0.08495 -0.33537
1.78644 0.22078 0.17985
-0.82754 0.94839 0.30962
-0.36169 -0.28824 -0.18998
-0.32419 -0.23114 0.03871
-0.42948 0.10051 1.33478
0.73541 0.86966 0.45329
-0.01107 -0.19717 0.00466
-0.03438 -0.03104 -0.01941
-0.031 -0.49921 -0.03909
-0.00233 -0.53388 0.83576
0.35139 1.72326 -0.80636
0.92059 0.0977 0.43996
-0.01712 -0.12338 0.72115
-0.51013 -0.63531 -0.16849
-0.65634 0.97743 -0.80059
0.02694 -0.34959 -0.34342
0.20601 0.06825 0.20359
-0.09881 0.28923 -0.23877
-0.79904 0.22335 -0.46936
1.5112 1.35234 -0.4298
0.48965 1.88716 0.59521
0.2789 -1.13539 0.21045
-0.42436 0.58422 -0.39872
0.31677 0.43948 0.53069
0.10297 1.81437 -0.50145
-0.92747 -0.85618 -0.45707
-0.08519 -0.09952 -0.15399
0.28157 0.05945 -0.53761
-0.05479 0.10956 -0.01241
0.06471 0.7803 0.27308
1.56351 -0.35914 -1.01628
0.17908 -0.93511 -0.05161
0.0661 0.20835 -0.28008
0.06284 0.42424 0.55441
0.51599 0.63738 -0.07734
1.12915 0.18137 0.29338
-0.25778 0.69658 0.39626
0.57621 0.01001 0.0421
0.58339 0.2995 0.26867
0.1442 -0.08497 -0.63615
-1.15832 -0.02133 1.30997
-0.90063 -0.31717 -0.40793
-0.28559 -0.65658 -0.22729
0.35071 0.07123 -0.09011
-0.09732 -0.38286 -0.12258
